condition_concept_id,concept_name
139180,"Open wound of multiple sites of face without complication"
435127,"Late effect of intracranial injury without skull fracture"
4010963,"Cramp in lower leg associated with rest"
40482198,"Recurrent isolated sleep paralysis"
439035,Otosclerosis
441142,"Open fracture of seventh cervical vertebra"
30968,"Diabetes insipidus"
40483291,"Diffuse cholesteatosis of middle ear and mastoid"
380415,"Acute otitis externa"
439133,"Congenital anomaly of blood vessel of upper limb"
4347554,"Viral hemorrhagic fever"
444281,"Open dislocation of fourth cervical vertebra"
258335,"Tuberculous fibrosis of lung"
198467,"Acute gastric ulcer with hemorrhage AND obstruction"
197916,"Obstructed hernia of anterior abdominal wall"
438990,"Benign neuroendocrine tumor"
442168,"Mycosis fungoides of spleen"
432725,"Congenital anomaly of integument"
432472,"Open fracture of proximal humerus, anatomical neck"
436687,"Glaucoma associated with anterior segment anomaly"
201347,"Pelvic congestion syndrome"
193739,"Ovarian failure"
432882,Methemoglobinemia
436988,"Enophthalmos due to orbital tissue atrophy"
321587,"Bilateral bundle branch block"
4200181,"Finding of color vision"
443770,"Chronic duodenal ulcer without hemorrhage AND without perforation but with obstruction"
40481140,"Childhood obesity"
76002,"Mechanical complication due to breast prosthesis"
314958,"Benign secondary hypertension"
75035,"Arthropathy associated with non-infective gastrointestinal disorder"
444396,"Subchronic residual schizophrenia with acute exacerbations"
443367,"Antihypertensive adverse reaction"
4337456,"Hypoactive labyrinthine dysfunction"
439176,"Closed traumatic dislocation of metacarpophalangeal joint of finger"
4117518,"Impulsive character"
317301,"Toxic myocarditis"
376970,"Schilder's disease"
196049,"Primary malignant neoplasm of urethra"
194077,"Chronic ulcerative enterocolitis"
195793,"Neoplasm of uncertain behavior of uterus"
192560,"Malignant lymphoma of lymph nodes of inguinal region AND/OR lower limb"
253954,"Pulmonary tuberculosis"
261495,"Tuberculosis of pleura"
81064,"Pseudopolyposis of colon"
314409,"Vascular disorder of penis"
28356,"Overlapping malignant neoplasm of major salivary gland"
374039,"Impairment level: better eye: severe impairment: lesser eye: near-total impairment"
4140154,"Ileal pouchitis"
4290927,"Impairment level: low vision of both eyes"
40490929,"Primary malignant neoplasm of intrahepatic bile duct"
438350,Pneumocystosis
433746,"Combined drug dependence, excluding opioid, continuous"
197311,"Pelvic varices"
378431,"Impairment level: better eye: moderate impairment: lesser eye: not further specified"
436695,"Band-shaped keratopathy"
74182,"Open fracture of ischium"
192292,"Carcinoma in situ of liver and/or biliary system"
438905,"Late effect of spinal cord injury"
444032,Yabapox
4105631,"Phantom limb"
443715,"Atypical squamous cells on anal Papanicolaou smear cannot exclude high grade squamous intraepithelial lesion"
432283,"Leukemoid reaction"
40480217,"Atrophy of skeletal muscle of pelvis"
4184149,"Feeling irritable"
432463,"Closed fracture of acromial end of clavicle"
435131,"Victim of neglect"
435237,"Reactive psychoses"
376387,"Spasmodic torticollis"
77129,"Closed fracture of pelvis"
79884,"Galactorrhea not associated with childbirth"
200450,"Disorder of urethra"
432916,"Disorder of optic chiasm associated with non-pituitary neoplasm"
440285,"Malignant hyperthermia"
434787,"Open wound of ossicles without complication"
201045,"Thrombosed external hemorrhoids"
376132,Ectropion
196654,"Lipoma of intra-abdominal organs"
40483262,"Arthritis of shoulder region joint"
441049,"Enamel caries"
4345593,"Acquired skeletal deformity"
199204,"Injury of multiple nerves of shoulder girdle AND/OR upper limb"
381275,"Anterior horn cell disease"
75356,"Congenital anomaly of sternocleidomastoid muscle"
134743,"Congenital ichthyosis of skin"
81670,"Congenital anomaly of spine"
135526,"Spinal cord disease"
74733,"Traumatic dislocation of joint of hand"
261116,"Acquired deformity of nose"
194802,"Foreign body in vulva and vagina"
197237,"Benign neoplasm of prostate"
75210,"Carcinoma in situ of rectum"
379823,"Acute myringitis without otitis media"
441108,"Cor triatriatum"
4012570,"High risk sexual behavior"
313011,"Congenital malposition of heart"
75103,"Sprain of jaw"
436480,"Dystrophy of vulva"
440649,"Primary malignant neoplasm of head of pancreas"
443421,"Gallbladder and bile duct calculi"
40482241,"Chronic ulcerative pancolitis"
436247,"Closed fracture of midcervical section of femur"
435093,"Closed fracture of femur"
436985,"Contact or allergic eyelid dermatitis"
379963,"Open wound of external ear without complication"
374643,"Superficial keratitis"
4198960,"Amputated above elbow"
40479583,"Iatrogenic pneumothorax"
375428,"Traumatic optic nerve injury"
40484102,"Abnormal finding on evaluation procedure"
440716,"Infectious secondary iridocyclitis"
31609,"Abscess of salivary gland"
436250,"Open fracture of upper end of humerus"
434944,Scleritis
434047,"Enophthalmos due to trauma"
434493,"Closed fracture of seventh cervical vertebra"
381573,"Acute mastoiditis without complications"
140823,"Acquired musculoskeletal deformity"
4184877,"Amputated finger"
438595,"Subdural hemorrhage following injury without open intracranial wound AND with no loss of consciousness"
438428,"Stromal corneal dystrophy"
435230,"Multiple personality disorder"
433340,"Open fracture of medial condyle of humerus"
78833,"Hemarthrosis of elbow"
81186,"Contusion of wrist"
78267,"Closed anterior dislocation of humerus"
440686,"Residual schizophrenia in remission"
77647,"Mallet finger"
433985,Hypercarotinemia
437777,"Meningococcal endocarditis"
442086,"Post-laminectomy lordosis"
80008,"Breakage of joint prosthesis"
380727,"Transient refractive change"
432660,"Dentofacial anomaly"
434910,Monocytosis
196149,"Acute appendicitis with generalized peritonitis"
252348,"Chronic pulmonary radiation disease"
197806,"Primary malignant neoplasm of gallbladder"
259048,"Pneumonia in systemic mycosis"
4112853,"Malignant tumor of breast"
73906,"Open wound of wrist with tendon involvement"
139179,"Open wound of lip without complication"
441267,"Cystic fibrosis"
432821,Leprosy
441563,"Lacrimal sac granuloma"
199855,"Acute gastric ulcer with hemorrhage AND with perforation but without obstruction"
440228,"Closed fracture of lower end of humerus"
440684,"Simple paranoid state"
380702,"Cerebral cyst"
433886,"Closed fracture of trapezium bone of wrist"
433363,"Foreign body in trachea"
435624,"Traumatic dislocation of pelvis"
435775,"Genetic anomaly of leukocyte"
436941,"Hypervitaminosis A"
435855,"Acute duodenal ulcer with hemorrhage AND with perforation but without obstruction"
75942,"Open fracture of rib"
443357,"Ankle joint finding"
40480082,"Hemicrania continua"
440635,"Disease due to Betaherpesvirinae"
195598,"Chronic uterine inflammatory disease"
76193,"Arthropathy associated with helminthiasis"
137077,"Chronic osteomyelitis of ankle and/or foot"
436948,"Benign neoplasm of choroid"
434486,"Abnormal results function studies peripheral nervous system special senses"
439815,"Choroidal degeneration"
443739,"Disease due to Rickettsia"
374032,"Critical illness polyneuropathy"
132356,"Disorder of oral mucous membrane"
432919,"Discoid lupus erythematosus of eyelid"
443617,"Conduct disorder"
437292,"Coloboma of optic disc"
433899,"Subdural hemorrhage following injury without open intracranial wound AND with loss of consciousness"
79112,"Villonodular synovitis of the hand"
75389,"Current tear of lateral cartilage AND/OR meniscus of knee"
443538,"Plateau iris syndrome"
377558,"Irregular astigmatism"
435244,"Developmental disorder"
141370,"Toxic erythema"
4147638,"Blind or low vision - both eyes"
444400,"Luxation of eye"
438962,"Herpes simplex with complication"
373748,"Grand mal status"
442295,"Disorder of carbohydrate transport"
4105592,"Polymorphous corneal dystrophy"
433171,"Selective immunoglobulin A deficiency"
441759,"Toxic effect of inorganic lead compound"
432790,"Toxic effect of liquefied petroleum gas"
253815,"Ulceration of vulva"
443446,"Reflex sympathetic dystrophy of lower extremity"
443519,"Retinopathy of prematurity stage 4 - subtotal retinal detachment"
381860,"Vascular abnormality of conjunctiva"
439004,"Residual schizophrenia"
438719,"Active rickets"
81156,"Closed inferior dislocation of humerus"
197239,"Hemangioma of intra-abdominal structure"
4168318,"Genetic disorder carrier"
76472,"Dysplasia of anus"
28714,"Syndrome of diencephalo-hypophyseal origin"
136775,"Contact dermatitis due to solar radiation"
436621,"Meningococcal infectious disease"
380117,"Conjunctival edema"
441868,"Optic disc swelling"
4100362,"Drug-induced personality disorder"
439858,"Gastrojejunal ulcer without hemorrhage, without perforation AND without obstruction"
444394,"Atypical Argyll-Robertson pupil"
4179911,"Axillary vein thrombosis"
437530,"Disorder of lipid metabolism"
437323,"Chronic duodenal ulcer with hemorrhage AND obstruction"
373784,"Acute allergic serous otitis media"
433218,"Thrombophlebitis of superficial veins of upper extremities"
373212,Esophoria
140259,"Open wound of face without complication"
77641,"Palindromic rheumatism of the hand"
22839,"Overlapping malignant neoplasm of larynx"
440655,"Malignant neoplasm of tongue, tip and lateral border"
4150793,"Malignant tumor of lower labial mucosa"
4015843,"Gonorrhea carrier"
374950,"Edema of eyelid"
433187,Cyclitis
435835,"Non-infectious disorder of lymphatics"
435959,"Subarachnoid hemorrhage following injury without open intracranial wound"
437064,Chondrocalcinosis
442301,Iridoschisis
194072,"Bilateral femoral hernia with obstruction but no gangrene"
4154162,"Head and neck injury"
440905,"Toxic effect of venom"
4100932,"Knee joint finding"
4033051,"Chemical-induced dermatological disorder"
81395,"Metatarsus primus varus"
374372,"Otogenic otalgia"
434588,"Primary malignant neoplasm of parotid gland"
373449,"Drug-induced delirium"
373756,"Exudative retinopathy"
80811,"Rupture of extensor tendons of hand AND/OR wrist"
74949,"Labyrinthine fistula of combined sites"
139759,"Reticulosarcoma of lymph nodes of multiple sites"
200659,"Reticulosarcoma of intra-abdominal lymph nodes"
255919,"Finding of head and neck region"
140708,"Myelopathy due to another disorder"
440239,"Closed traumatic dislocation of second cervical vertebra"
376106,"Disorder of the central nervous system"
24602,"Benign neoplasm of esophagus"
433802,"Disturbance of tooth eruption or exfoliation"
25568,"Dental restoration failure of marginal integrity"
197039,"Male genital organ vascular diseases"
40485490,"Acute postthoracotomy pain syndrome"
4194462,"Chorioretinal tumor"
4253778,"Disorder of filtering bleb"
433617,"Open fracture of femoral condyle of femur"
433612,"Closed fracture of upper end of fibula"
442186,"Open dislocation of first cervical vertebra"
4008566,"Undifferentiated schizophrenia"
200003,"Rupture of corpus cavernosum of penis"
133510,"Rapidly progressive periodontitis"
138790,"Chronic periodontitis"
438724,"Subchronic disorganized schizophrenia"
40484028,"Dental caries extending into dentin"
441890,"Displacement of tooth"
434318,Paraphrenia
373771,"Kayser-Fleischer ring"
78110,"Carcinoma in situ of anus"
433958,"Coxsackie endocarditis"
439294,"Malignant neoplasm of head, neck and face"
378160,Otorrhea
379008,"Stiff-man syndrome"
435478,"Primary malignant neoplasm of upper gum"
196464,"Rapidly progressive glomerulonephritis"
438242,"Talipes equinovarus"
81893,"Ulcerative colitis"
197924,"Bile duct calculus with acute cholecystitis and obstruction"
78560,"Congenital anomaly of foot"
4173811,"Congenital quadriplegia"
377085,"Congenital anomaly of brain"
381861,"Partial optic atrophy"
72457,"Closed fracture of sacrum AND/OR coccyx without spinal cord injury"
133573,"Acute osteomyelitis of shoulder region"
374024,"Reaction to spinal or lumbar puncture"
312543,"Meningococcal pericarditis"
438116,"Benign neoplasm of short bones of lower limb"
4111608,"Normal fetal growth"
444295,"Open wound of larynx with complication"
75346,"Derangement of meniscus"
25211,"Iatrogenic pituitary disorder"
443506,"Bromine compound poisoning"
193418,"Primary malignant neoplasm of spleen"
432589,"Neutropenia associated with infectious disease"
28127,"Multiple endocrine neoplasia, type 1"
254830,"Foreign body in lung"
260041,"Candidiasis of lung"
4047124,"Expressive language disorder"
436366,"Benign neoplasm of testis"
442025,"Effects of air pressure caused by explosion"
440005,"Complication of medical care"
433033,"Abnormal cervical Papanicolaou smear"
192261,"Overlapping malignant neoplasm of pancreas"
196469,"Perforation of gallbladder"
199775,"Multiple endocrine neoplasia, type 3"
192353,"Disorder of gallbladder"
435242,"Cerebellar ataxia"
434029,"Chronic anterior uveitis"
440583,"Secondary AND/OR recurrent hemorrhage as early complication of trauma"
4019044,"Ischiocapsular sprain"
435492,"Nodular lymphoma of intrathoracic lymph nodes"
435809,"Steroid-induced glaucoma - borderline"
4113102,"Amputated at hip"
435535,"Aggressive type unsocialized behavior disorder"
441103,"Juvenile osteochondritis"
4311114,"Sensory disorder"
200319,"Herpetic infection of penis"
436551,"Closed fracture of trapezoidal bone of wrist"
197228,"Lymphosarcoma of intra-abdominal lymph nodes"
374360,"Disorder of optic nerve"
377564,Pseudopterygium
381296,"Nodular degeneration of cornea"
374466,"Thoracic spina bifida"
77653,"Traumatic myositis ossificans"
23868,"Congenital anomaly of esophagus"
442610,"Degenerative AND/OR vascular disorder of ear"
437578,"Cerebrospinal fluid otorrhea"
436421,"Mixed conductive and sensorineural hearing loss, bilateral"
377888,"Conductive hearing loss"
141022,Tenonitis
442128,"Reticulosarcoma of spleen"
438391,"Amino acid transport disorder"
201823,"Benign neoplasm of penis"
374035,Keratitis
433901,"Open wound of nasal cavity without complication"
379028,"Acute suppurative otitis media due to another disease"
